text,label
ملا حلا مبعد يلوحوها مالشباك كيما صار المرة اللخري في الكويت لعباد عندهم  اكثر مل العبيد يتباعو و يتشرو و يعتيهم كدوات و الا يتلوحو مالشباك اللطف و اكهو 👎👎😒😵,neg
محمد بوڨلية عنوان العزيمة و الاصرار و الإيجابية يستحق كل الإحترام <3,pos
الضمير حاجة مخلوقة في البشر .اما مش الناس الكل تخدم فيه . ثمة الى ضميرها راقد ديما و خاصة في الخدمة...  ربي يباركلو في صحتو نشالله .,pos
اعمل تلقى جريتوا على الفلوس بدون مراعات الشعب و تسببتوا في فتح الحدود بتسرع و بدون اخذ الوقاية اللازمة هلكتوا الشعب و فلستوا انتم لا سياح و لا هم يحزنون ما دخلوا كان البوزيتيف..مصنفين فرنسا و ايطاليا و بلجيكا خضر و هم فوق الاحمر بل الفيروس بعينه.,neg
حتى لخرااا تعملولو مغارف يرررررررره,neg
Khadija hamd 8arti menha hhh,neg
يالا بابا يالا اليوم خميس و غدوة خميس حاضر محمد و غايب إبليس زغرتووو يا نساء,pos
كيف قلنالهم بيعوها والاّ خوصّوها خلّى  الشّعب يرتاح قاعد يصرف على الفسّاد قالك ماكش وطنى,neg
،وينهم عمال الصيانة ككنا نخدموا في السكة ما يخرج الترينو كان نخرجوا نحنا نامنولو الطريق اما شركة المترو ما نعرفش كفاش يخدموا وقت الكوارث,neg
انت اكبر كارثة.....,neg
اااا تهمه خطيره برشا هاذي تي بجاه ربي جاين هازينو بلا حتي سبب شنيا تحبوه يعمل كل يوم تزيدو تشلكو رواحكم اكثر واكثر,neg
الله لاتباركلك غرقتونا,neg
كان التفاهة جيب كاتب إنسان مثقف,neg
Rabi maah w rabi yerz9ou 3ezz ennes,pos
نحن لا نتهم احد إن ما النم نمى و ند ندى و العيشة خرى في خرى و الحشو تحشى شكرآ انتهت القصيدة,neg
انشاء الله التوانسة الكل نخدمو كيفو  وهو ربي يعاونو ويشدلو في صحة بدنو  اما الركاب الكل يتفرجون   عمل بطولي,pos
اكيد ضد الرجوع,pos
لعنة الله عليهم وعلى امثالهم,neg
يا قيس كلنا مع فلسطين اما راو تونس تناكنت ما نعرفش كان فيبالك ولا لا مع الشكر ✌,neg
hedheka 3lech el gaming lab aka el nhar msakra 😂😂😂,pos
J aime bcp,pos
تطاوينستان اذا العين بالعين والسن بالسن والبادي اظلم نطردوهم من كامل بلاد الجمهورية,neg
Nharkom. Zin,pos
تونس فيها  رجال ربي يرحم ولديه,pos
ههه تونسي ولد حرام,neg
ااتلاف المرشش و الهشك بشك,neg
شبيكم كبرتوها الحكاية الجماعة شاهين مشوي و التونيسار كيما العادة تفرح بالحرفاء و عملولهم شوية مرقاز 😏,pos
الصاقط يعرف الصاقط تفووووه,neg
قصة حب انتهت بالزواج. عهدك بيهم تو يجيبو كمشة كبابيل,neg
بشششولة ويييعو,neg
كل شئ بالعنف اعطيه استدعاء تو يجي,pos
اوخ,neg
توه انحط امك في بلاستهم انت كنت قواد لتجمعين كل من يكره التجمع راه كان خدام تحت أسياد التجمع,neg
كذب ونفاق وتقليد للغرب,neg
"الساقط ساقط و النذل نذل  موش غريب ."".من شابه نهضته ما ظلم""",neg
En nourie les tunisiens avant ce pour cela le prix s'envole les gens meurent de faim,pos
Rabi3awnou inchallah,pos
دولة تبيع في الخمر وتقبض على من يبيعها 🙄,neg
كان ينقص شوية شعبوية خير,neg
لطف,pos
ألي يتكلم هذآ داخل في منظومة تخويف الشعب ،  كان سكت خير وهذا يسلب في الشعب في إرادته للحياة والدفاع عن نفسه وهذه أبشع جريمة من طرف مسؤول،,neg
أستاذي العزيز في مدرسة ترشيح المعلمات بالمرسى آخر دفعة  لنا معه أجمل الذكريات  متعة كانت حصصه,pos
As...lik w lih,neg
Le divorce meilleur retour sur investissement pour une femme,pos
متكلموش تو ميكلمكش باز راو جرا و لا هيجوا بش هجم عليه,pos
الدول والشعوب المحبة  للحياه تفكر كيف تسكن المريخ وكمشة جهلة يلوجو علي أصولهم الغابرة وهم لا يشرفونه البشرية أصلا,neg
الغاني ربي ياخي ما تموتش وما تتحاسبش في الآخر باش تهز شبر تراب,neg
تحالف السراق مع بعضهم,neg
تونس احتلتها الأنظمة الفاسدة و رئيس مثل الذين سبقوه لا فائدة منه,neg
Yabta fi habta y linda,neg
Ce monsieur vit dans une autre dimension,neg
Mannouba dima mcharfetna ya Marouane Marzougui,pos
��😂😂😂 Din om hal bled,neg
"إعتلاف مقرونة بالحمام ""إلى مزبلة التاريخ""",neg
انت رئيس ورئيس الحكومة تابعك اتوكل ورينا التغير وإلا كان الكلام كغيرك ملي سبقوك,neg
عندها الحق علاه تعاملوا فيها هكا,pos
ربي يعينه خدم بعرق جبينو ولا نهار قال عاونوني حتى بباكو بابي مشوار ...... ديما يضحك وزاهي ومتوكل على ربي،،، ربي يعطيه من فضله,pos
شبيكم بهايم ماكمش تسمعو فيها قلتهم نستناو في الترخيص للإقلاع معناها مزالو في المطار ما طاروش,neg
مصتهملو .هههههههههه,neg
Hhhhhhhhhh yaa3tek kaya be9i 3andek khli9a w ta7ki ya3tek deeeee,neg
عقد اشهار معناها فلوس تدخل للتونيسار ماتدخلش في جيبو هو ولا كيفاش ياخي يبرم وحدو شركة تاع جد بوه ولا عمومية فسرولنا,neg
الستاغ عقدتنا خدامتهم يستهلكو الضو بلوشي والمواطن نازلين عليه,neg
ما تعرفشي الخير فين,pos
Saybna bara chouf se3a jam3iaa te9blk  kawer feha bhym mnaf3naa f chay 93ed kan ytaleb b flous sayb club nara chouf 7al l7ytek,neg
الشركة هاذي يحلوها و الأسطول المحتحت متاعها يعززو بيه أسطول النقل الريفي يطلعو رابحين دنيا و آخرة,neg
أحسن حاجة قالوا سكر سهلة الكلمة عندكم,neg
هذا التكييف و الطيارة مازالت في الارض، الصفحات اللي كيفكم هي اللي هلكت الدنيا و ما فمة كان البهايم تصدق و تبرتاجي,neg
Nchallah rabi y3inou w rabi ya3tih sa7a w toul l3mor.9adech n7ebou rajel hedha🥰🥰,pos
علاش واشمة,neg
دولة غائبة  الافلات من العقاب وغياب تطبيق  هناك العديد من الاليات للاحتجاج ،؟؟؟؟؟,neg
Zouz tahana,neg
زيدو يا سي علي مازال يتنفس Jalel Djo,pos
يسمع كلام سيدو الشيخ الي طلعو,pos
تحسها مريضة,neg
"زياد الجزيري : ""بش نفكو البطولة مالترجي "" كوليبالي 👇⁦⁦👇",neg
Chihmna,neg
Mamstik 🥴,neg
Ya latif ya rabi lkarehba mchet,pos
ميحشموش علي السارفيس الباهي متاعهم,neg
كي نقرا التعليقات نفهم علاش وصلنا للحضيض شعب جاهل يضحك على تاريخو اتفوووووه على هالفية,neg
الموظفين مهبطين اللام ما يشبعهم شيء.,neg
سكروا ولديه خير,neg
الله يرحم والديه ويسهل قسمو,pos
الإرهاب و الفساد 🤣🤣,neg
بارك الله فيه.,pos
Lنندب عليك يا تونس,neg
✅ عادي تعقيم الطيارة قبل الاقلاع ،  Made in Tunisia 😜😜 طركتور اطير  في العلالي 😬😬😬,neg
الله لا تربحو,neg
موش كنتو في الشطوط والاعراس والفضاءات توة وليتو خايفين عليهم,neg
محشي يا وحشي,neg
لعبة سياسية مسخة,neg
Test7a9 tekrim 7a9ha,pos
مساكن زح ان شاء الله ربي يفرج عليهم,neg
صندوق الكذب وسرقة والوبنة,neg
سيب عليك البلاد تناكت وانت تعلق على مصلحة,neg
يسلم. سلعتها,pos
Rabbi yerhamna,pos
.....لا خوف على تونس مادام هناك شريحة مازال لديها الضمير المهني,pos
Bro aamil haja 😐 habiltouna hdiith 😐 chtaarfou taahkou 😐 #فشل,neg
يالطيف ياربي,pos
حتى هيا الثقافه على عجله,neg
ربي.يهديهم.عندهم.حق.الشراب.ويقولوللك.ما.عندناش.باش.ناكلو.حاولو.تتقربو.من.ربي.😢😠😬,neg
روعة بصوت فهمي و صبري وأروع بصوت صالح الفرزيط,pos
Lebled thelket bel Corona etelha bebledek se3a,neg
اتلهى في بلادك لفقر والهم برا حررها وحدك فلسطين,neg
كل الدعم لها,pos
Yna3en ta3enlah 3likom ken tjiwo awliye2 twa tchoufou fil ham 9a3ed youkther w sektin w le t7bou ttha7ou bs4arkom li moktherhom mouch fehem chay ml 7keya 9ooul intouma ken jutou tousl7ou rakom sla7tou lbled be5dmkom ama lbled 4ar9a fil fsed lil 3ankouch w t7bou tkmou t3diwha lwledkom,neg
فرار ههههه,neg
جزاك الله خيرا كثيرا هذا درس في المصلحه العامه,pos
dakom iflous madamitich il2arou tew idoum likom intom,neg
عجب وخلاص ..بيع الشراب بالرخصصة عادي ومش مشكلة...لكن بدون رخصة ممنوع...ا...حرام ولا مش حرام هدا مش موضوعهم.😕,neg
ههههه يقوى عليهم ربي,pos
الله يبارك في صحة ان شاء الله,pos
تونس كلها آثار,pos
جهال مصطكين,neg
يافتاح يارزاق,neg
سيدي رييس الحكومة اتصل بالعناصر النظيفة,pos
😂😂😂😂😂⁦❤️⁩⁦❤️⁩⁦❤️⁩😍,pos
أيواااااااه هاو الخمج بدى يظهر,neg
Kamel Saidani ارتاح صاحبي,neg
تونس تشحر وراد ت بوف,neg
هذي مريضة ربي فرج عليها,neg
يروحو يجيبو سمير الوصيف يحفلوها... بالسيف,pos
اه اه يا تونس فقرونا مرضونا غرقونا جهلونا ،،،وفى الاخر يقولولك انتخبونا،،، الله لا يربحهم لا دنيا ولا اخرة,neg
ما كثرت كان الباندية في هال البلاد طبق القانون على الكل,pos
Mas9athom khiiiiih yekhi el athyoubia mahich ensenna ????  Loool kol youum ghriba ellotef ya rabiiii,neg
La trb7hom,neg
يعطيها كود بونكار وما يعطيهاش كود تلفون,neg
", ...يسخرون منا بقولهم  يا توانسه انتخبتونالنخلصكم من ظلم العهد البائد  ومن الخصاصة والفقر ونعيد اليكم كرامتكم ...وتناسوا ان دوام الحال من المحال سواء تالفوا او تفارقوا",neg
زوجة الرئيس!!! يا صحافة بودورو. هي تعترض بصفتها قاضية و لها الحق في ذلك و ليس لكونها زوجة الرئيس يا متخلف.,neg
ba3d la3roset wilwitla wijaw wilmanej ma5afouch tawa filmakteb wellaw 5ayfin.malla cha3b,neg
شدلنا في فلسطين واتبلنجا في أحضان مكرون,neg
Sa c'est a cause  les terroristes quand a au parlement de puis 2011 et vont à taquet par tout a Tunis et comme ça en a plus d'état malheureusement le peuple ils laissent faire,neg
"Ils ont signé leur fin, des traîtres ",neg
ماك قلت سىراق يامنافق,neg
اطاليا باش تهزو الدوله الرومانيه واحنا قعدنا من استعمار لاستعمار عليسه روما العثمانيه الفاطميه الاغلبيه الفرنسيه البرڨيبيه واخيرا النهبويه,neg
3abet te3bya s7i7a 7aloufa hhh😂,pos
مزعمهم فيسع يلقاو صيغة قانونية باش يحشيوك فالحبس,neg
